servicedate,line,estimated_boardings
2021-12-10,Newburyport/Rockport,8180
2021-12-10,Providence/Stoughton,11233
2021-12-11,Fairmount,355
2021-12-11,Fitchburg,926
2021-12-11,Framingham/Worcester,2520
2021-12-11,Franklin/Foxboro,924
2021-12-11,Greenbush,499
2021-12-11,Haverhill,1205
2021-12-11,Kingston,363
2021-12-11,Lowell,1311
2021-12-11,Middleborough/Lakeville,953
2021-12-11,Needham,406
2021-12-11,Newburyport/Rockport,4962
2021-12-11,Providence/Stoughton,4428
2021-12-12,Fairmount,408
2021-12-12,Fitchburg,1169
2021-12-12,Framingham/Worcester,1682
2021-12-12,Franklin/Foxboro,654
2021-12-12,Greenbush,375
2021-12-12,Haverhill,1101
2021-12-12,Kingston,512
2021-12-12,Lowell,1541
2021-12-12,Middleborough/Lakeville,1001
2021-12-12,Needham,219
2021-12-12,Newburyport/Rockport,3117
2021-12-12,Providence/Stoughton,3735
2021-12-13,Fairmount,1846
2021-12-13,Fitchburg,3530
2021-12-13,Framingham/Worcester,6904
2021-12-13,Franklin/Foxboro,3676
2021-12-13,Greenbush,1939
2021-12-13,Haverhill,2392
2021-12-13,Kingston,2428
2021-12-13,Lowell,3346
2021-12-13,Middleborough/Lakeville,3499
2021-12-13,Needham,2932
2021-12-13,Newburyport/Rockport,8104
2021-12-13,Providence/Stoughton,11603
2021-12-14,Fairmount,1672
2021-12-14,Fitchburg,3705
2021-12-14,Framingham/Worcester,6775
2021-12-14,Franklin/Foxboro,4432
2021-12-14,Greenbush,1940
2021-12-14,Haverhill,2721
2021-12-14,Kingston,2320
2021-12-14,Lowell,3686
2021-12-14,Middleborough/Lakeville,3482
2021-12-14,Needham,3097
2021-12-14,Newburyport/Rockport,8082
2021-12-14,Providence/Stoughton,12412
2021-12-15,Fairmount,1719
2021-12-15,Fitchburg,3605
2021-12-15,Framingham/Worcester,6634
2021-12-15,Franklin/Foxboro,4167
2021-12-15,Greenbush,1802
2021-12-15,Haverhill,2513
2021-12-15,Kingston,2228
2021-12-15,Lowell,2639
2021-12-15,Middleborough/Lakeville,3642
2021-12-15,Needham,3032
2021-12-15,Newburyport/Rockport,6568
2021-12-15,Providence/Stoughton,11681
2021-12-16,Fairmount,1813
2021-12-16,Fitchburg,3364
2021-12-16,Framingham/Worcester,6960
2021-12-16,Franklin/Foxboro,4935
2021-12-16,Greenbush,1816
2021-12-16,Haverhill,2386
2021-12-16,Kingston,2398
2021-12-16,Lowell,3364
2021-12-16,Middleborough/Lakeville,3458
2021-12-16,Needham,2920
2021-12-16,Newburyport/Rockport,8159
2021-12-16,Providence/Stoughton,11670
2021-12-17,Fairmount,1747
2021-12-17,Fitchburg,3373
2021-12-17,Framingham/Worcester,6423
2021-12-17,Franklin/Foxboro,3809
2021-12-17,Greenbush,1615
2021-12-17,Haverhill,2173
2021-12-17,Kingston,1898
2021-12-17,Lowell,3170
2021-12-17,Middleborough/Lakeville,3246
2021-12-17,Needham,2542
2021-12-17,Newburyport/Rockport,7497
2021-12-17,Providence/Stoughton,11540
2021-12-18,Fairmount,371
2021-12-18,Fitchburg,924
2021-12-18,Framingham/Worcester,2603
2021-12-18,Franklin/Foxboro,899
2021-12-18,Greenbush,500
2021-12-18,Haverhill,599
2021-12-18,Kingston,403
2021-12-18,Lowell,788
2021-12-18,Middleborough/Lakeville,840
2021-12-18,Needham,396
2021-12-18,Newburyport/Rockport,2393
2021-12-18,Providence/Stoughton,4282
2021-12-19,Fairmount,322
2021-12-19,Fitchburg,1021
2021-12-19,Framingham/Worcester,1463
2021-12-19,Franklin/Foxboro,585
2021-12-19,Greenbush,494
2021-12-19,Haverhill,535
2021-12-19,Kingston,526
2021-12-19,Lowell,1363
2021-12-19,Middleborough/Lakeville,865
2021-12-19,Needham,402
2021-12-19,Newburyport/Rockport,2576
2021-12-19,Providence/Stoughton,2701
2021-12-20,Fairmount,1792
2021-12-20,Fitchburg,3157
2021-12-20,Framingham/Worcester,5545
2021-12-20,Franklin/Foxboro,3799
2021-12-20,Greenbush,1528
2021-12-20,Haverhill,2372
2021-12-20,Kingston,1885
2021-12-20,Lowell,2828
2021-12-20,Middleborough/Lakeville,2706
2021-12-20,Needham,2699
2021-12-20,Newburyport/Rockport,7372
2021-12-20,Providence/Stoughton,10944
2021-12-21,Fairmount,1511
2021-12-21,Fitchburg,2633
2021-12-21,Framingham/Worcester,5729
2021-12-21,Franklin/Foxboro,3840
2021-12-21,Greenbush,1398
2021-12-21,Haverhill,2141
2021-12-21,Kingston,1873
2021-12-21,Lowell,2828
2021-12-21,Middleborough/Lakeville,2605
2021-12-21,Needham,2493
2021-12-21,Newburyport/Rockport,6488
2021-12-21,Providence/Stoughton,9965
2021-12-22,Fairmount,1531
2021-12-22,Fitchburg,2402
2021-12-22,Framingham/Worcester,4716
2021-12-22,Franklin/Foxboro,2891
2021-12-22,Greenbush,1258
2021-12-22,Haverhill,2110
2021-12-22,Kingston,1684
2021-12-22,Lowell,2942
2021-12-22,Middleborough/Lakeville,2514
2021-12-22,Needham,1985
2021-12-22,Newburyport/Rockport,5836
2021-12-22,Providence/Stoughton,9370
2021-12-23,Fairmount,1434
2021-12-23,Fitchburg,2260
2021-12-23,Framingham/Worcester,4097
2021-12-23,Franklin/Foxboro,3199
2021-12-23,Greenbush,1313
2021-12-23,Haverhill,2031
2021-12-23,Kingston,1586
2021-12-23,Lowell,2274
2021-12-23,Middleborough/Lakeville,2065
2021-12-23,Needham,1610
2021-12-23,Newburyport/Rockport,7010
2021-12-23,Providence/Stoughton,8344
2021-12-24,Fairmount,1023
2021-12-24,Fitchburg,2065
2021-12-24,Framingham/Worcester,3101
2021-12-24,Franklin/Foxboro,1347
2021-12-24,Greenbush,891
2021-12-24,Haverhill,904
2021-12-24,Kingston,742
2021-12-24,Lowell,1474
2021-12-24,Middleborough/Lakeville,1459
2021-12-24,Needham,1302
2021-12-24,Newburyport/Rockport,5915
2021-12-24,Providence/Stoughton,6490
2021-12-25,Fairmount,168
2021-12-25,Fitchburg,569
2021-12-25,Framingham/Worcester,957
2021-12-25,Franklin/Foxboro,380
2021-12-25,Greenbush,328
2021-12-25,Haverhill,307
2021-12-25,Kingston,247
2021-12-25,Lowell,878
2021-12-25,Middleborough/Lakeville,635
2021-12-25,Needham,258
2021-12-25,Newburyport/Rockport,1676
2021-12-25,Providence/Stoughton,1388
2021-12-26,Fairmount,233
2021-12-26,Fitchburg,810
2021-12-26,Framingham/Worcester,1149
2021-12-26,Franklin/Foxboro,397
2021-12-26,Greenbush,335
2021-12-26,Haverhill,508
2021-12-26,Kingston,351
2021-12-26,Lowell,915
2021-12-26,Middleborough/Lakeville,714
2021-12-26,Needham,286
2021-12-26,Newburyport/Rockport,1931
2021-12-26,Providence/Stoughton,2564
2021-12-27,Fairmount,1248
2021-12-27,Fitchburg,2052
2021-12-27,Framingham/Worcester,3576
2021-12-27,Franklin/Foxboro,2294
2021-12-27,Greenbush,707
2021-12-27,Haverhill,1634
2021-12-27,Kingston,1274
2021-12-27,Lowell,2306
2021-12-27,Middleborough/Lakeville,1684
2021-12-27,Needham,930
2021-12-27,Newburyport/Rockport,4849
2021-12-27,Providence/Stoughton,7618
2021-12-28,Fairmount,1134
2021-12-28,Fitchburg,1924
2021-12-28,Framingham/Worcester,4110
2021-12-28,Franklin/Foxboro,2528
2021-12-28,Greenbush,728
2021-12-28,Haverhill,1772
2021-12-28,Kingston,1248
2021-12-28,Lowell,1398
2021-12-28,Middleborough/Lakeville,1870
2021-12-28,Needham,1112
2021-12-28,Newburyport/Rockport,4706
2021-12-28,Providence/Stoughton,7625
2021-12-29,Fairmount,1134
2021-12-29,Fitchburg,2491
2021-12-29,Framingham/Worcester,3706
2021-12-29,Franklin/Foxboro,2283
2021-12-29,Greenbush,1119
2021-12-29,Haverhill,1450
2021-12-29,Kingston,1140
2021-12-29,Lowell,1325
2021-12-29,Middleborough/Lakeville,1564
2021-12-29,Needham,1316
2021-12-29,Newburyport/Rockport,4820
2021-12-29,Providence/Stoughton,6814
2021-12-30,Fairmount,1140
2021-12-30,Fitchburg,2429
2021-12-30,Framingham/Worcester,3680
2021-12-30,Franklin/Foxboro,2472
2021-12-30,Greenbush,692
2021-12-30,Haverhill,1928
2021-12-30,Kingston,1222
2021-12-30,Lowell,1920
2021-12-30,Middleborough/Lakeville,1660
2021-12-30,Needham,1069
2021-12-30,Newburyport/Rockport,4971
2021-12-30,Providence/Stoughton,7327
2021-12-31,Fairmount,1107
2021-12-31,Fitchburg,2276
2021-12-31,Framingham/Worcester,3781
2021-12-31,Franklin/Foxboro,2467
2021-12-31,Greenbush,718
2021-12-31,Haverhill,1762
2021-12-31,Kingston,1241
2021-12-31,Lowell,1986
2021-12-31,Middleborough/Lakeville,1671
2021-12-31,Needham,1044
2021-12-31,Newburyport/Rockport,4998
2021-12-31,Providence/Stoughton,7206
2022-01-01,Fairmount,255
2022-01-01,Fitchburg,780
2022-01-01,Framingham/Worcester,1172
2022-01-01,Franklin/Foxboro,377
2022-01-01,Greenbush,396
2022-01-01,Haverhill,447
2022-01-01,Kingston,305
2022-01-01,Lowell,1116
2022-01-01,Middleborough/Lakeville,634
2022-01-01,Needham,301
2022-01-01,Newburyport/Rockport,2625
2022-01-01,Providence/Stoughton,2147
2022-01-02,Fairmount,284
2022-01-02,Fitchburg,680
2022-01-02,Framingham/Worcester,1305
2022-01-02,Franklin/Foxboro,488
2022-01-02,Greenbush,287
2022-01-02,Haverhill,490
2022-01-02,Kingston,375
2022-01-02,Lowell,1105
2022-01-02,Middleborough/Lakeville,566
2022-01-02,Needham,295
2022-01-02,Newburyport/Rockport,2644
2022-01-02,Providence/Stoughton,2151
2022-01-03,Fairmount,1132
2022-01-03,Fitchburg,2406
2022-01-03,Framingham/Worcester,3852
2022-01-03,Franklin/Foxboro,2879
2022-01-03,Greenbush,1140
2022-01-03,Haverhill,1939
2022-01-03,Kingston,1331
2022-01-03,Lowell,2130
2022-01-03,Middleborough/Lakeville,1825
2022-01-03,Needham,1332
2022-01-03,Newburyport/Rockport,4572
2022-01-03,Providence/Stoughton,7415
2022-01-04,Fairmount,1223
2022-01-04,Fitchburg,2985
2022-01-04,Framingham/Worcester,4120
2022-01-04,Franklin/Foxboro,2960
2022-01-04,Greenbush,1329
2022-01-04,Haverhill,1902
2022-01-04,Kingston,1485
2022-01-04,Lowell,2640
2022-01-04,Middleborough/Lakeville,2307
2022-01-04,Needham,1667
2022-01-04,Newburyport/Rockport,5599
2022-01-04,Providence/Stoughton,7705
2022-01-05,Fairmount,1279
2022-01-05,Fitchburg,2584
2022-01-05,Framingham/Worcester,3986
2022-01-05,Franklin/Foxboro,2736
2022-01-05,Greenbush,1248
2022-01-05,Haverhill,1802
2022-01-05,Kingston,1428
2022-01-05,Lowell,2213
2022-01-05,Middleborough/Lakeville,2465
2022-01-05,Needham,1891
2022-01-05,Newburyport/Rockport,4878
2022-01-05,Providence/Stoughton,7459
2022-01-06,Fairmount,1154
2022-01-06,Fitchburg,2473
2022-01-06,Framingham/Worcester,4425
2022-01-06,Franklin/Foxboro,3102
2022-01-06,Greenbush,1506
2022-01-06,Haverhill,2462
2022-01-06,Kingston,1549
2022-01-06,Lowell,2950
2022-01-06,Middleborough/Lakeville,1925
2022-01-06,Needham,1827
2022-01-06,Newburyport/Rockport,6150
2022-01-06,Providence/Stoughton,7266
2022-01-07,Fairmount,916
2022-01-07,Fitchburg,2067
2022-01-07,Framingham/Worcester,3792
2022-01-07,Franklin/Foxboro,2141
2022-01-07,Greenbush,738
2022-01-07,Haverhill,1541
2022-01-07,Kingston,899
2022-01-07,Lowell,2427
2022-01-07,Middleborough/Lakeville,1509
2022-01-07,Needham,1223
2022-01-07,Newburyport/Rockport,4657
2022-01-07,Providence/Stoughton,5609
2022-01-08,Fairmount,333
2022-01-08,Fitchburg,711
2022-01-08,Framingham/Worcester,855
2022-01-08,Franklin/Foxboro,715
2022-01-08,Greenbush,428
2022-01-08,Haverhill,845
2022-01-08,Kingston,430
2022-01-08,Lowell,768
2022-01-08,Middleborough/Lakeville,800
2022-01-08,Needham,236
2022-01-08,Newburyport/Rockport,3321
2022-01-08,Providence/Stoughton,3208
2022-01-09,Fairmount,239
2022-01-09,Fitchburg,682
2022-01-09,Framingham/Worcester,961
2022-01-09,Franklin/Foxboro,330
2022-01-09,Greenbush,214
2022-01-09,Haverhill,753
2022-01-09,Kingston,293
2022-01-09,Lowell,914
2022-01-09,Middleborough/Lakeville,544
2022-01-09,Needham,303
2022-01-09,Newburyport/Rockport,3128
2022-01-09,Providence/Stoughton,2093
2022-01-10,Fairmount,1168
2022-01-10,Fitchburg,2871
2022-01-10,Framingham/Worcester,3203
2022-01-10,Franklin/Foxboro,3223
2022-01-10,Greenbush,1155
2022-01-10,Haverhill,1693
2022-01-10,Kingston,1337
2022-01-10,Lowell,3178
2022-01-10,Middleborough/Lakeville,1834
2022-01-10,Needham,2180
2022-01-10,Newburyport/Rockport,6611
2022-01-10,Providence/Stoughton,7687
2022-01-11,Fairmount,1020
2022-01-11,Fitchburg,2306
2022-01-11,Framingham/Worcester,3060
2022-01-11,Franklin/Foxboro,2715
2022-01-11,Greenbush,1108
2022-01-11,Haverhill,1766
2022-01-11,Kingston,1189
2022-01-11,Lowell,2388
2022-01-11,Middleborough/Lakeville,1537
2022-01-11,Needham,1186
2022-01-11,Newburyport/Rockport,4918
2022-01-11,Providence/Stoughton,7511
2022-01-12,Fairmount,1168
2022-01-12,Fitchburg,2312
2022-01-12,Framingham/Worcester,3096
2022-01-12,Franklin/Foxboro,3133
2022-01-12,Greenbush,1174
2022-01-12,Haverhill,1449
2022-01-12,Kingston,1131
2022-01-12,Lowell,2622
2022-01-12,Middleborough/Lakeville,2101
2022-01-12,Needham,1718
2022-01-12,Newburyport/Rockport,5577
2022-01-12,Providence/Stoughton,7123
2022-01-13,Fairmount,1266
2022-01-13,Fitchburg,2702
2022-01-13,Framingham/Worcester,3463
2022-01-13,Franklin/Foxboro,3295
2022-01-13,Greenbush,1271
2022-01-13,Haverhill,2050
2022-01-13,Kingston,1598
2022-01-13,Lowell,2445
2022-01-13,Middleborough/Lakeville,2328
2022-01-13,Needham,2225
2022-01-13,Newburyport/Rockport,6032
2022-01-13,Providence/Stoughton,8284
2022-01-14,Fairmount,1157
2022-01-14,Fitchburg,2705
2022-01-14,Framingham/Worcester,3293
2022-01-14,Franklin/Foxboro,3057
2022-01-14,Greenbush,1220
2022-01-14,Haverhill,1893
2022-01-14,Kingston,1311
2022-01-14,Lowell,2988
2022-01-14,Middleborough/Lakeville,2094
2022-01-14,Needham,1804
2022-01-14,Newburyport/Rockport,5684
2022-01-14,Providence/Stoughton,7860
2022-01-15,Fairmount,202
2022-01-15,Fitchburg,791
2022-01-15,Framingham/Worcester,1016
2022-01-15,Franklin/Foxboro,659
2022-01-15,Greenbush,323
2022-01-15,Haverhill,1141
2022-01-15,Kingston,367
2022-01-15,Lowell,1149
2022-01-15,Middleborough/Lakeville,388
2022-01-15,Needham,148
2022-01-15,Newburyport/Rockport,2682
2022-01-15,Providence/Stoughton,1874
2022-01-16,Fairmount,182
2022-01-16,Fitchburg,623
2022-01-16,Framingham/Worcester,1303
2022-01-16,Franklin/Foxboro,543
2022-01-16,Greenbush,222
2022-01-16,Haverhill,650
2022-01-16,Kingston,293
2022-01-16,Lowell,507
2022-01-16,Middleborough/Lakeville,632
2022-01-16,Needham,229
2022-01-16,Newburyport/Rockport,2448
2022-01-16,Providence/Stoughton,2453
2022-01-17,Fairmount,831
2022-01-17,Fitchburg,2245
2022-01-17,Framingham/Worcester,2449
2022-01-17,Franklin/Foxboro,1722
2022-01-17,Greenbush,467
2022-01-17,Haverhill,1044
2022-01-17,Kingston,679
2022-01-17,Lowell,1915
2022-01-17,Middleborough/Lakeville,1314
2022-01-17,Needham,1026
2022-01-17,Newburyport/Rockport,4788
2022-01-17,Providence/Stoughton,4595
2022-01-18,Fairmount,1298
2022-01-18,Fitchburg,2760
2022-01-18,Framingham/Worcester,3779
2022-01-18,Franklin/Foxboro,3966
2022-01-18,Greenbush,1290
2022-01-18,Haverhill,2081
2022-01-18,Kingston,1476
2022-01-18,Lowell,2818
2022-01-18,Middleborough/Lakeville,2345
2022-01-18,Needham,2172
2022-01-18,Newburyport/Rockport,6229
2022-01-18,Providence/Stoughton,8029
2022-01-19,Fairmount,1421
2022-01-19,Fitchburg,2745
2022-01-19,Framingham/Worcester,3755
2022-01-19,Franklin/Foxboro,3492
2022-01-19,Greenbush,1336
2022-01-19,Haverhill,1671
2022-01-19,Kingston,1420
2022-01-19,Lowell,2937
2022-01-19,Middleborough/Lakeville,2105
2022-01-19,Needham,2549
2022-01-19,Newburyport/Rockport,7233
2022-01-19,Providence/Stoughton,7977
2022-01-20,Fairmount,1414
2022-01-20,Fitchburg,3213
2022-01-20,Framingham/Worcester,3605
2022-01-20,Franklin/Foxboro,3981
2022-01-20,Greenbush,1389
2022-01-20,Haverhill,1552
2022-01-20,Kingston,1721
2022-01-20,Lowell,3121
2022-01-20,Middleborough/Lakeville,2376
2022-01-20,Needham,1997
2022-01-20,Newburyport/Rockport,5870
2022-01-20,Providence/Stoughton,7979
2022-01-21,Fairmount,1215
2022-01-21,Fitchburg,2792
2022-01-21,Framingham/Worcester,3371
2022-01-21,Franklin/Foxboro,3747
2022-01-21,Greenbush,1168
2022-01-21,Haverhill,1595
2022-01-21,Kingston,1551
2022-01-21,Lowell,2942
2022-01-21,Middleborough/Lakeville,2246
2022-01-21,Needham,1668
2022-01-21,Newburyport/Rockport,5639
2022-01-21,Providence/Stoughton,8373
2022-01-22,Fairmount,323
2022-01-22,Fitchburg,992
2022-01-22,Framingham/Worcester,1461
2022-01-22,Franklin/Foxboro,780
2022-01-22,Greenbush,286
2022-01-22,Haverhill,1119
2022-01-22,Kingston,388
2022-01-22,Lowell,1677
2022-01-22,Middleborough/Lakeville,578
2022-01-22,Needham,203
2022-01-22,Newburyport/Rockport,4025
2022-01-22,Providence/Stoughton,2386
2022-01-23,Fairmount,190
2022-01-23,Fitchburg,954
2022-01-23,Framingham/Worcester,1573
2022-01-23,Franklin/Foxboro,608
2022-01-23,Greenbush,237
2022-01-23,Haverhill,529
2022-01-23,Kingston,356
2022-01-23,Lowell,562
2022-01-23,Middleborough/Lakeville,589
2022-01-23,Needham,250
2022-01-23,Newburyport/Rockport,2040
2022-01-23,Providence/Stoughton,2577
2022-01-24,Fairmount,1430
2022-01-24,Fitchburg,3242
2022-01-24,Framingham/Worcester,4329
2022-01-24,Franklin/Foxboro,3960
2022-01-24,Greenbush,1296
2022-01-24,Haverhill,1827
2022-01-24,Kingston,1471
2022-01-24,Lowell,4018
2022-01-24,Middleborough/Lakeville,2477
2022-01-24,Needham,1938
2022-01-24,Newburyport/Rockport,5719
2022-01-24,Providence/Stoughton,8717
2022-01-25,Fairmount,1382
2022-01-25,Fitchburg,2731
2022-01-25,Framingham/Worcester,3740
2022-01-25,Franklin/Foxboro,3776
2022-01-25,Greenbush,1281
2022-01-25,Haverhill,1631
2022-01-25,Kingston,1631
2022-01-25,Lowell,3865
2022-01-25,Middleborough/Lakeville,2449
2022-01-25,Needham,1986
2022-01-25,Newburyport/Rockport,6351
2022-01-25,Providence/Stoughton,8413
2022-01-26,Fairmount,1403
2022-01-26,Fitchburg,2735
2022-01-26,Framingham/Worcester,4827
2022-01-26,Franklin/Foxboro,3557
2022-01-26,Greenbush,1529
2022-01-26,Haverhill,1679
2022-01-26,Kingston,1573
2022-01-26,Lowell,3055
2022-01-26,Middleborough/Lakeville,2515
2022-01-26,Needham,1862
2022-01-26,Newburyport/Rockport,6116
2022-01-26,Providence/Stoughton,8377
2022-01-27,Fairmount,1404
2022-01-27,Fitchburg,2885
2022-01-27,Framingham/Worcester,4817
2022-01-27,Franklin/Foxboro,4013
2022-01-27,Greenbush,1304
2022-01-27,Haverhill,1564
2022-01-27,Kingston,1690
2022-01-27,Lowell,3229
2022-01-27,Middleborough/Lakeville,2595
2022-01-27,Needham,2112
2022-01-27,Newburyport/Rockport,6957
2022-01-27,Providence/Stoughton,8908
2022-01-28,Fairmount,1303
2022-01-28,Fitchburg,2390
2022-01-28,Framingham/Worcester,4730
2022-01-28,Franklin/Foxboro,3757
2022-01-28,Greenbush,1344
2022-01-28,Haverhill,1907
2022-01-28,Kingston,1432
2022-01-28,Lowell,3143
2022-01-28,Middleborough/Lakeville,2455
2022-01-28,Needham,1983
2022-01-28,Newburyport/Rockport,5699
2022-01-28,Providence/Stoughton,9010
2022-01-29,Fairmount,225
2022-01-29,Fitchburg,662
2022-01-29,Framingham/Worcester,545
2022-01-29,Franklin/Foxboro,743
2022-01-29,Greenbush,174
2022-01-29,Haverhill,834
2022-01-29,Kingston,299
2022-01-29,Lowell,1167
2022-01-29,Middleborough/Lakeville,338
2022-01-29,Needham,175
2022-01-29,Newburyport/Rockport,2376
2022-01-29,Providence/Stoughton,871
2022-01-30,Fairmount,186
2022-01-30,Fitchburg,627
2022-01-30,Framingham/Worcester,1114
2022-01-30,Franklin/Foxboro,558
2022-01-30,Greenbush,146
2022-01-30,Haverhill,497
2022-01-30,Kingston,253
2022-01-30,Lowell,459
2022-01-30,Middleborough/Lakeville,437
2022-01-30,Needham,261
2022-01-30,Newburyport/Rockport,1529
2022-01-30,Providence/Stoughton,2119
2022-01-31,Fairmount,1442
2022-01-31,Fitchburg,2769
2022-01-31,Framingham/Worcester,5624
2022-01-31,Franklin/Foxboro,3858
2022-01-31,Greenbush,1168
2022-01-31,Haverhill,2147
2022-01-31,Kingston,1620
2022-01-31,Lowell,3645
2022-01-31,Middleborough/Lakeville,2485
2022-01-31,Needham,2007
2022-01-31,Newburyport/Rockport,5568
2022-01-31,Providence/Stoughton,9047
2022-02-01,Fairmount,1433
2022-02-01,Fitchburg,3118
2022-02-01,Framingham/Worcester,3954
2022-02-01,Franklin/Foxboro,4178
2022-02-01,Greenbush,1360
2022-02-01,Haverhill,2651
2022-02-01,Kingston,1654
2022-02-01,Lowell,3491
2022-02-01,Middleborough/Lakeville,2914
2022-02-01,Needham,2370
2022-02-01,Newburyport/Rockport,6638
2022-02-01,Providence/Stoughton,9289
2022-02-02,Fairmount,1465
2022-02-02,Fitchburg,2792
2022-02-02,Framingham/Worcester,4197
2022-02-02,Franklin/Foxboro,4108
2022-02-02,Greenbush,1474
2022-02-02,Haverhill,2150
2022-02-02,Kingston,1711
2022-02-02,Lowell,3329
2022-02-02,Middleborough/Lakeville,2917
2022-02-02,Needham,2293
2022-02-02,Newburyport/Rockport,6319
2022-02-02,Providence/Stoughton,8827
2022-02-03,Fairmount,1566
2022-02-03,Fitchburg,3090
2022-02-03,Framingham/Worcester,4232
2022-02-03,Franklin/Foxboro,4123
2022-02-03,Greenbush,1592
2022-02-03,Haverhill,2216
2022-02-03,Kingston,2443
2022-02-03,Lowell,3903
2022-02-03,Middleborough/Lakeville,2924
2022-02-03,Needham,2507
2022-02-03,Newburyport/Rockport,6684
2022-02-03,Providence/Stoughton,9761
2022-02-04,Fairmount,1200
2022-02-04,Fitchburg,2336
2022-02-04,Framingham/Worcester,2914
2022-02-04,Franklin/Foxboro,3077
2022-02-04,Greenbush,1117
2022-02-04,Haverhill,1776
2022-02-04,Kingston,2081
2022-02-04,Lowell,3424
2022-02-04,Middleborough/Lakeville,2418
2022-02-04,Needham,1693
2022-02-04,Newburyport/Rockport,5158
2022-02-04,Providence/Stoughton,8229
2022-02-05,Fairmount,323
2022-02-05,Fitchburg,992
2022-02-05,Framingham/Worcester,1461
2022-02-05,Franklin/Foxboro,780
2022-02-05,Greenbush,286
2022-02-05,Haverhill,1119
2022-02-05,Kingston,388
2022-02-05,Lowell,1677
2022-02-05,Middleborough/Lakeville,578
2022-02-05,Needham,203
2022-02-05,Newburyport/Rockport,4025
2022-02-05,Providence/Stoughton,2386
2022-02-06,Fairmount,190
2022-02-06,Fitchburg,954
2022-02-06,Framingham/Worcester,1573
2022-02-06,Franklin/Foxboro,608
2022-02-06,Greenbush,237
2022-02-06,Haverhill,529
2022-02-06,Kingston,356
2022-02-06,Lowell,562
2022-02-06,Middleborough/Lakeville,589
2022-02-06,Needham,250
2022-02-06,Newburyport/Rockport,2040
2022-02-06,Providence/Stoughton,2577
2022-02-07,Fairmount,1515
2022-02-07,Fitchburg,3239
2022-02-07,Framingham/Worcester,4384
2022-02-07,Franklin/Foxboro,3921
2022-02-07,Greenbush,1414
2022-02-07,Haverhill,2174
2022-02-07,Kingston,2334
2022-02-07,Lowell,3412
2022-02-07,Middleborough/Lakeville,2785
2022-02-07,Needham,2539
2022-02-07,Newburyport/Rockport,7524
2022-02-07,Providence/Stoughton,9651
2022-02-08,Fairmount,1588
2022-02-08,Fitchburg,3227
2022-02-08,Framingham/Worcester,4185
2022-02-08,Franklin/Foxboro,4139
